"Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","Z","ClusterSize","DeleteInBaseline","KeepInBaseline"
"870","Dead Highlands Mushan","511491","8169372","59685","1919.72","1596.72","472.07","2","0","1"
"870","Dead Highlands Mushan","511698","8169351","59685","1847.64","1465.09","482.33","2","0","1"
"870","Dead Inkgill Priest","507534","8170149","61656","1919.37","155.53","476.36","2","0","1"
"870","Dead Inkgill Priest","507538","8170151","61656","1919.52","150.63","476.2","2","0","1"
"870","Dead Inkgill Spearman","507540","8170143","61655","1924.87","159.02","476.62","2","0","1"
"870","Dead Inkgill Spearman","507580","8170141","61655","1924","163.15","476.96","2","0","1"
"870","Dead Inkgill Spearman","507581","8170145","61655","1926.7","153.18","476.02","2","0","1"
"870","Dead Kyparite Pulverizer","528606","8179217","65886","-675.17","4235.84","0.44","2","0","1"
"870","Dead Kyparite Pulverizer","528748","8179231","65886","-696.58","4304.65","0.66","2","0","1"
"870","Dead Kyparite Pulverizer","528750","8179237","65886","-759.46","4275.87","0.64","2","0","1"
"870","Dead Mountain Goat","506739","8171219","60859","3016.09","1863.55","709.44","2","0","1"
"870","Dead Mountain Goat","509330","8169603","60859","2708.71","2337.88","595.79","2","0","1"
"870","Dead Mountain Goat","510606","8171490","60859","3358.34","2605.51","704.66","2","0","1"
"870","Dead Mountain Goat","511588","8170441","60859","2818.12","1053.96","622.54","2","0","1"
"870","Dead Muckscale","528590","8178997","65887","-921.77","3628.75","1.25","2","0","1"
"870","Dead Muckscale","528592","8178996","65887","-888.28","3625.72","1.33","2","0","1"
"870","Dead Muckscale","528714","8179266","65887","-730.67","4533.15","7.19","2","0","1"
"870","Dead Muckscale","528715","8179258","65887","-688.78","4517.38","8.31","2","0","1"
"870","Dead Muckscale","528716","8179264","65887","-720.1","4511.6","7.57","2","0","1"
"870","Dead Muckscale","528717","8179257","65887","-703.33","4484.58","9.85","2","0","1"
"870","Dead Muckscale","528720","8179276","65887","-785.47","4531.2","8.7","2","0","1"
"870","Dead Muckscale","528721","8179275","65887","-763.43","4500.47","9.98","2","0","1"
"870","Dead Muckscale","528722","8179265","65887","-739.31","4519.69","7.52","2","0","1"
"870","Dead Muckscale","528723","8179274","65887","-757.45","4483.4","9.45","2","0","1"
"870","Dead Muckscale","528749","8179253","65887","-668.46","4486.61","4.19","2","0","1"
"870","Dead Muckscale","528754","8179278","65887","-768.9","4472.73","9.1","2","0","1"
"870","Dead Muckscale","528755","8179277","65887","-794.27","4497.5","5.66","2","0","1"
"870","Dead Muckscale","528756","8179288","65887","-763.22","4452.77","9.68","2","0","1"
"870","Dead Muckscale","528759","8179285","65887","-823.2","4504.64","-0.13","2","0","1"
"870","Dead Packer","507884","8169816","59897","2765.52","1301.26","676.1","2","0","1"
"870","Dead Packer","507892","8169810","59814","2652.5","1286.75","642.69","2","0","1"
"870","Dead Packer","507941","8169748","59896","2638.36","1563.84","643.04","2","0","1"
"870","Dead Pandaren Guard","507555","8170144","61648","1920.97","159.94","476.9","2","0","1"
"870","Dead Pandaren Guard","507570","8170140","61648","1927.62","162.34","476.52","2","0","1"
"870","Dead Pandaren Guard","507579","8170142","61648","1929.39","157.31","476.05","2","0","1"
"870","Dead Ruqin Infantry","507814","8170454","60168","2956.75","871.95","573.22","2","0","1"
"870","Deadtalker Corpsedefiler","525752","8173709","62677","2584.29","4190.02","174.27","2","0","1"
"870","Deadwind Widow Invisible Stalker","500252","8164632","51984","2141.18","-2542.55","11.95","2","0","1"
"870","Deceased Mortbreath","519203","8182153","60279","-2232.24","740.42","7.91","2","0","1"
"870","Deceased Mortbreath","519240","8182132","60279","-2231.32","744.2","8.06","2","0","1"
"870","Deceased Mortbreath","519243","8182170","60279","-2300.77","726.39","4.66","2","0","1"
"870","Deceased Mortbreath","519244","8182161","60279","-2286.24","716.52","6.67","2","0","1"
"870","Deceased Mortbreath","519246","8182163","60279","-2291.33","721.43","5.77","2","0","1"
"870","Deceased Mortbreath","519247","8182162","60279","-2292.5","724.96","5.4","2","0","1"
"870","Deceased Mortbreath","519248","8182168","60279","-2285.86","721.57","6.11","2","0","1"
"870","Deceased Mortbreath","519249","8182167","60279","-2294.93","730.98","4.86","2","0","1"
"870","Deceased Mortbreath","519250","8182165","60279","-2287.51","726.61","5.49","2","0","1"
"870","Deceased Mortbreath","519252","8182164","60279","-2294.24","716.87","5.86","2","0","1"
"870","Deceased Mortbreath","519264","8182169","60279","-2296.26","738.53","4.41","2","0","1"
"870","Deceased Mortbreath","519266","8182146","60279","-2280.37","738.4","4.96","2","0","1"
"870","Deceased Mortbreath","519270","8182156","60279","-2257.96","735.36","7.16","2","0","1"
"870","Deceased Mortbreath","519271","8182150","60279","-2246.23","749.88","8.27","2","0","1"
"870","Deceased Mortbreath","519272","8182152","60279","-2253.72","731.32","7.42","2","0","1"
"870","Deceased Mortbreath","519273","8182155","60279","-2255.16","727.98","7.31","2","0","1"
"870","Deceased Mortbreath","519274","8182154","60279","-2252.97","735.52","7.62","2","0","1"
"870","Deceased Mortbreath","519276","8182145","60279","-2269.94","734.68","6.07","2","0","1"
"870","Deceased Mortbreath","519278","8182160","60279","-2276.96","723.92","6.18","2","0","1"
"870","Deceased Mortbreath","519279","8182144","60279","-2275.94","726.58","6.01","2","0","1"
"870","Deceased Mortbreath","519280","8182166","60279","-2283.03","734.2","5.11","2","0","1"
"870","Deceased Mortbreath","519282","8182151","60279","-2262.52","714.99","8.31","2","0","1"
"870","Deceased Mortbreath","519283","8182147","60279","-2273","727.79","6.16","2","0","1"
"870","Deceased Mortbreath","519284","8182143","60279","-2276.96","732.35","5.5","2","0","1"
"870","Deck Boss Arie","528558","8175816","63349","-1158.71","3210.8","1.3","2","0","1"
"870","Deckhand","528547","8175817","63280","-1182.97","3204.08","1.6","2","0","1"
"870","Deckhand","528561","8175822","63280","-1082.92","3166.67","1.59","2","0","1"
"870","Deckhand","528565","8175821","63280","-1116.16","3151.63","5.41","2","0","1"
"870","Deckhand","528567","8175820","63280","-1113.92","3173.14","5.5","2","0","1"
"870","Deckhand","528568","8175824","63280","-1099.03","3144.73","0.83","2","0","1"
"870","Deckhand","528569","8175809","63280","-1137.67","3167.13","5.61","2","0","1"
"870","Deckhand","528573","8175808","63280","-1151.2","3176.79","0.95","2","0","1"
"870","Deckmender Lu","528548","8175815","67180","-1169.77","3207.14","1.41","2","0","1"
"870","Defiled Spirit","525746","8173715","62679","2585.51","4186.39","174.3","2","0","1"
"870","Defiled Spirit","525757","8173716","62679","2580.56","4188.19","174.27","2","0","1"
"870","Defiled Spirit","525758","8173712","62679","2588.8","4190.58","174.32","2","0","1"
"870","Defiled Spirit","525759","8173714","62679","2588.6","4187.36","174.45","2","0","1"
"870","Defiled Spirit","525792","8173710","62679","2586.69","4193.94","174.27","2","0","1"
"870","Defiled Spirit","525819","8173713","62679","2580.01","4189.83","174.27","2","0","1"
"870","Defiled Spirit","525820","8173711","62679","2583.34","4193.38","174.27","2","0","1"
"870","Dejected Grummle Trader","509855","8171500","63650","3554.21","2580.68","756.17","2","0","1"
"870","Dejected Grummle Trader","509865","8171497","63650","3569.09","2587.54","755.72","2","0","1"
"870","Dejected Grummle Trader","509866","8171496","63650","3570.64","2583.3","757.41","2","0","1"
"870","Dejected Grummle Trader","509875","8171501","63650","3559.87","2578.26","756.53","2","0","1"
"870","Den Den","514055","8160724","64319","-222.68","525.43","190.98","2","0","1"
"870","Desperate Mortbreath","519125","8182208","60282","-2453.55","549","0.55","2","0","1"
"870","Desperate Mortbreath","519128","8182203","60282","-2460.42","528.42","0.61","2","0","1"
"870","Diminutive Cocoon","512049","8159120","59081","-291.82","129.11","161.85","2","0","1"
"870","Diminutive Cocoon","512050","8159119","59081","-295.14","133","161.62","2","0","1"
"870","Diminutive Cocoon","512058","8159131","59081","-293.5","134.67","161.79","2","0","1"
"870","Diminutive Cocoon","512075","8159130","59081","-286.27","137.34","162.99","2","0","1"
"870","Diminutive Cocoon","512088","8159136","59081","-285.91","72.27","160.14","2","0","1"
"870","Diminutive Cocoon","512089","8159138","59081","-285.31","69.93","159.7","2","0","1"
"870","Diminutive Cocoon","512090","8159137","59081","-286.15","68.98","159.59","2","0","1"
"870","Diminutive Cocoon","514753","8159046","59081","-432.54","178.25","156.46","2","0","1"
"870","Diminutive Cocoon","514754","8159045","59081","-444.26","168.14","156.78","2","0","1"
"870","Diminutive Cocoon","514766","8159023","59081","-510.15","175.84","159.4","2","0","1"
"870","Diminutive Cocoon","514769","8159035","59081","-455.92","162.37","155.68","2","0","1"
"870","Diminutive Cocoon","514791","8159032","59081","-506.23","191.72","158.64","2","0","1"
"870","Diminutive Cocoon","514808","8159070","59081","-375.12","123.67","157.29","2","0","1"
"870","Diminutive Cocoon","514817","8159066","59081","-397.78","100.41","164.04","2","0","1"
"870","Diminutive Cocoon","514818","8159020","59081","-476.59","125.7","158.05","2","0","1"
"870","Diminutive Cocoon","514834","8159072","59081","-382.94","105.23","158.96","2","0","1"
"870","Diminutive Cocoon","514837","8159067","59081","-406.29","92.78","160.71","2","0","1"
"870","Diminutive Cocoon","514838","8159006","59081","-496.58","136.41","160.71","2","0","1"
"870","Diminutive Cocoon","514839","8159007","59081","-496.98","134.67","160.63","2","0","1"
"870","Diminutive Cocoon","514843","8159110","59081","-359.76","84.64","160.45","2","0","1"
"870","Diminutive Cocoon","514844","8159115","59081","-402.26","67.37","161.1","2","0","1"
"870","Diminutive Cocoon","514845","8159094","59081","-374.64","93.71","160.74","2","0","1"
"870","Diminutive Cocoon","514847","8159038","59081","-428.89","84.07","162.84","2","0","1"
"870","Diminutive Cocoon","514850","8159034","59081","-445.62","99.56","163.01","2","0","1"
"870","Diminutive Cocoon","514851","8159089","59081","-361.7","114.1","160.89","2","0","1"
"870","Diminutive Cocoon","514852","8159071","59081","-391.78","97.25","164.04","2","0","1"
"870","Diminutive Cocoon","514855","8159079","59081","-388.05","89.32","159.95","2","0","1"
"870","Diminutive Cocoon","514857","8159090","59081","-346.01","128.45","160.88","2","0","1"
"870","Diminutive Cocoon","514858","8159077","59081","-404.44","77.8","160.08","2","0","1"
"870","Diminutive Cocoon","514861","8159109","59081","-357.58","86.51","160.38","2","0","1"
"870","Diminutive Cocoon","514862","8159116","59081","-401.32","65.65","161.54","2","0","1"
"870","Diminutive Cocoon","514867","8159031","59081","-454.24","142.28","157.6","2","0","1"
"870","Diminutive Cocoon","514870","8159121","59081","-324.55","66.98","158.45","2","0","1"
"870","Diminutive Cocoon","514871","8159122","59081","-328.44","61.71","158.3","2","0","1"
"870","Diminutive Cocoon","514876","8159123","59081","-322.31","67.29","158.45","2","0","1"
"870","Diminutive Cocoon","514882","8159021","59081","-474.86","121.06","157.84","2","0","1"
"870","Diminutive Cocoon","514886","8159026","59081","-455.49","122.9","163.21","2","0","1"
"870","Diminutive Cocoon","514897","8159022","59081","-512.42","172.62","160.06","2","0","1"
"870","Diminutive Cocoon","514898","8159061","59081","-382.6","125.67","158.55","2","0","1"
"870","Dirki Tanboshi","535165","1344","64119","1666.6","967.96","489.44","2","0","1"
"870","Dmong Naruuk","522223","8174836","60683","1822.26","3149.22","301.57","2","0","1"
"870","Docile Porcupine","532936","1086","58411","1158.33","1822.89","352.57","2","0","1"
"870","Docile Porcupine","533317","1084","58411","1456.33","1478.06","421.25","2","0","1"
"870","Docile Porcupine","535030","1085","58411","1367.52","1470.87","392.21","2","0","1"
"870","Dojani Dominator","517595","8180680","58165","-1187.61","345.62","68.18","2","0","1"
"870","Dojani Enforcer","517675","8180604","65626","-1279.29","276.4","35.8","2","0","1"
"870","Dojani Reclaimer","517563","8180713","58117","-1066.18","322.73","37.25","2","0","1"
"870","Dojani Reclaimer","517576","8180679","58117","-1178.83","418.74","30.14","2","0","1"
"870","Dojani Reclaimer","517586","8180656","58117","-1389.36","395.52","47.33","2","0","1"
"870","Dojani Reclaimer","517597","8180700","58117","-1068.09","363.17","36.26","2","0","1"
"870","Dojani Reclaimer","517635","8180664","58117","-1299.98","465.23","44.08","2","0","1"
"870","Dojani Reclaimer","517636","8180610","58117","-1260.08","325.43","62.9","2","0","1"
"870","Dojani Reclaimer","517688","8180621","58117","-1366.41","330.49","47.33","2","0","1"
"870","Dojani Reclaimer","517694","8180797","58227","-961.7","476.06","32.59","2","0","1"
"870","Dojani Surveyor","517570","8180666","58068","-1213.45","413.92","28.13","2","0","1"
"870","Dojani Surveyor","517581","8180630","58068","-1273.92","356.62","53.54","2","0","1"
"870","Dojani Surveyor","517585","8180605","58068","-1334.5","326.62","44.08","2","0","1"
"870","Dojani Surveyor","517600","8180717","58068","-1095.99","274.77","37.92","2","0","1"
"870","Dojani Surveyor","517621","8180633","58068","-1301.15","362.55","44.07","2","0","1"
"870","Dojani Surveyor","517622","8180618","58068","-1301.28","333.17","44.19","2","0","1"
"870","Dojani Surveyor","517624","8180671","58068","-1224.21","504.87","21.56","2","0","1"
"870","Dojani Surveyor","517629","8180651","58068","-1334.65","429.5","44.08","2","0","1"
"870","Dojani Surveyor","517630","8180672","58068","-1239.74","497.64","21.08","2","0","1"
"870","Dojani Surveyor","517637","8180667","58068","-1326.4","459.57","44.08","2","0","1"
"870","Dojani Surveyor","517638","8180611","58068","-1273.09","337.1","53.54","2","0","1"
"870","Dojani Surveyor","517663","8180711","58068","-1038.24","346.23","38.6","2","0","1"
"870","Dojani Surveyor","517676","8180603","58068","-1300.05","267.96","42.83","2","0","1"
"870","Dojani Surveyor","517717","8180712","58068","-1038.8","372.95","34.66","2","0","1"
"870","Dominance Battlemage","580452","8182707","67330","-2196.28","2399.74","2.51","2","0","1"
"870","Dominance Battlemage","580453","8182720","67330","-2181.88","2454.25","14.54","2","0","1"
"870","Dominance Battlemage","580456","8182709","67330","-2163.02","2388.33","5.48","2","0","1"
"870","Dominance Battlemage","580457","8182724","67330","-2100.87","2479.83","6.21","2","0","1"
"870","Dominance Battlemage","580458","8182738","67330","-2084.3","2527.99","7.12","2","0","1"
"870","Dominance Battlemage","580459","8182731","67330","-2028.77","2543.56","5.75","2","0","1"
"870","Dominance Battlemage","580461","8182739","67330","-1968.98","2528.51","4.93","2","0","1"
"870","Dominance Grunt","580421","8182708","67357","-2229.71","2390.01","2.54","2","0","1"
"870","Dominance Grunt","580423","8182704","67357","-2222.46","2320.53","6.85","2","0","1"
"870","Dominance Grunt","580424","8182702","67357","-2221.55","2302.96","3.19","2","0","1"
"870","Dominance Grunt","580425","8182703","67357","-2211.77","2374.16","3.57","2","0","1"
"870","Dominance Grunt","580426","8182710","67357","-2196.56","2381.64","3.12","2","0","1"
"870","Dominance Grunt","580429","8182716","67357","-2176.45","2440.17","4.63","2","0","1"
"870","Dominance Grunt","580430","8182711","67357","-2160.46","2401.83","13.03","2","0","1"
"870","Dominance Grunt","580431","8182714","67357","-2156.29","2412.74","13.03","2","0","1"
"870","Dominance Grunt","580434","8182725","67357","-2125.57","2488.42","3.24","2","0","1"
"870","Dominance Grunt","580435","8182750","67357","-2122.84","2549.25","5.09","2","0","1"
"870","Dominance Grunt","580445","8182767","67357","-1901.36","2425.24","14.74","2","0","1"
"870","Dominance Grunt","580446","8182773","67357","-1898.72","2415.14","14.69","2","0","1"
